user_id,user_type,amount_type_1,cnt_type_1,amount_type_2,cnt_type_2
7f78c8d,11,114200,6,545590,15
ff54aab,10,68320,1,11520005,46
c658755,11,546100,6,119850,13
90f23a8,01,1764078,46,426000,6
8711724,11,21000,3,150000,2
002fa68,11,281030,28,955000,6
947aaae,10,1154712,9,20000,1
1719e8d,11,28700,5,30000,1
b9a6bb7,10,634100,32,2009587,16
0661c6c,10,0,0,44500,2
2d3838d,01,317000,15,87400,1
060fd0d,01,395000,14,2307700,5
8197cbc,01,1000,1,0,0
4f6452e,01,1000,1,0,0
332b4a1,11,300000,17,0,0
a782e7c,01,3000,3,0,0
e123324,10,155900,5,0,0
8d55c3d,11,2000,2,0,0
8545057,01,296000,18,0,0
28f6931,11,72000,5,0,0
4faa8f0,10,16000,15,0,0
4338cb6,10,162000,12,0,0
9ed8162,11,705170,24,0,0
07d730c,10,1000,1,0,0
242bcd2,10,226000,10,0,0
72fc897,01,460481,2,0,0
9f29cb4,11,1000,1,0,0
b5b88d6,01,11500,2,0,0
1a3d94c,01,3000,3,0,0
4566c29,11,112890,37,0,0
b7a44da,01,45090,4,0,0
297f080,01,24000,1,0,0
d36c298,01,41800,11,0,0
3e07a46,10,3000,3,0,0
02395f9,11,149000,6,0,0
4fedbb2,11,180000,9,0,0
aa8ac76,01,27000,3,0,0
cbe8bb3,01,1500,1,0,0
864c5bf,01,1000,1,0,0
6357529,01,88000,2,0,0
464e2dd,01,1000,1,0,0
099a3e6,01,235900,5,0,0
dc8a9c4,01,249000,9,0,0
c39ca1a,11,1000,1,0,0
82127bc,01,1000,1,0,0
5e67727,01,0,0,0,0
4f15c4e,01,1000,1,0,0
807eaa6,11,273100,20,0,0
af35845,10,6000,6,0,0
2d2df0c,11,0,0,0,0
783e302,01,428070,18,0,0
b07af51,01,0,0,0,0
56af40f,01,22000,2,0,0
4148027,01,91800,5,0,0
c98fcd0,01,69000,3,0,0
a4dc9b1,01,615000,25,0,0
50a5440,01,1000,1,0,0
03dfcec,11,61400,15,0,0
8e48b49,10,122700,8,0,0
cad8fbd,01,0,0,0,0
3bebc81,11,1000,1,0,0
5930900,10,29800,1,0,0
388d097,01,463000,22,0,0
209d806,01,280410,1,0,0
6101ec0,01,2029800,39,0,0
98df87f,11,69000,2,0,0
301911c,10,2360110,28,0,0
f6e7c5a,01,3000,2,0,0
d410547,01,384100,21,0,0
e046850,01,0,0,0,0
e9235bc,01,1000,1,0,0
7e80baf,11,772850,30,0,0
c4f461f,11,1000,1,0,0
ee0d79b,01,240130,11,0,0
c51bc78,10,0,0,0,0
6f7d0f7,01,3000,3,0,0
957467e,11,33000,7,0,0
20cfd76,11,22000,1,0,0
b5b8395,10,1000,1,0,0
8c35b15,01,1000,1,0,0
bc72841,11,85900,3,0,0
5759932,11,205200,6,0,0
1bfdac9,01,1000,1,0,0
2c46942,01,79000,7,0,0
3fcf05a,10,0,0,0,0
3657095,11,0,0,0,0
e25bd11,11,348000,21,0,0
96e24d1,10,1000,1,0,0
dfc0981,01,75800,1,0,0
027cd72,10,2000,2,0,0
ce953c4,11,49600,5,0,0
91f8804,01,692900,28,0,0
900a118,10,240819,9,0,0
1ed5b58,11,80690,8,0,0
a228786,10,0,0,0,0
b0e0314,10,689900,17,0,0
ee43a27,01,1540,1,0,0
321720d,11,296600,12,0,0
bd5f2c8,11,252550,12,0,0
b4179d9,01,0,0,0,0
37c5992,10,26000,1,0,0
1d548bf,01,5000,5,0,0
3a69435,11,318000,6,0,0
a2826b0,11,1834468,19,0,0
4d3a99e,11,0,0,0,0
1df308c,01,221680,12,0,0
b37c56a,11,180300,14,0,0
5dd8a61,01,2000,2,0,0
b6cc74a,10,26400,3,0,0
4bf8552,10,93000,2,0,0
7f71a66,10,27200,1,0,0
d50b9fe,01,0,0,0,0
f67134d,10,783130,7,0,0
9584f7d,10,335560,5,0,0
116087e,11,83000,4,0,0
0782685,10,0,0,0,0
40e0b2e,10,33000,1,0,0
52ccda3,10,34200,2,0,0
15b53b5,01,0,0,0,0
a47c168,10,0,0,0,0
8668442,11,1000,1,0,0
f161f17,11,482200,13,0,0
a181c8e,10,0,0,0,0
1024f51,10,264700,6,0,0
c1beb66,10,4600,1,0,0
c4e2414,01,1000,1,0,0
d2cd654,01,0,0,0,0
fe827d4,10,32900,2,0,0
417776a,11,24000,2,0,0
d13a3a1,10,29000,1,0,0
a0c482d,01,1000,1,0,0
42d566a,10,0,0,0,0
654bac1,10,169500,11,0,0
195182f,10,50000,2,0,0
6c0d3d8,01,0,0,0,0
b0c7e19,10,408400,17,0,0
29374fa,10,33900,3,0,0
e2db3ab,01,174000,16,0,0
8a1c26d,10,0,0,0,0
c590a21,10,163000,8,0,0
4b2ed66,10,0,0,0,0
6b0ab41,10,14900,2,0,0
7a57025,11,21000,2,0,0
83702dd,01,0,0,0,0
b6af616,11,70400,5,0,0
53a7320,01,9000,8,0,0
6af1b03,01,42440,4,0,0
86d58b7,10,9400,4,0,0
b59a868,10,1000,1,0,0
d9575b6,01,93100,4,0,0
d9b953f,11,98180,5,0,0
841c5dd,11,332020,16,0,0
d7e2549,01,12100,1,0,0
b3e13b4,01,156000,6,0,0
51c274c,01,238000,7,0,0
5806c3b,11,195000,11,0,0
c1a71c1,11,24000,4,0,0
98a48a8,01,122000,7,0,0
fe9ea5e,01,12700,1,0,0
3e9a0f9,01,1000,1,0,0
547769d,10,54000,2,0,0
9a44d02,01,1000,1,0,0
d140870,01,645000,29,0,0
44a4b42,11,51600,11,0,0
aeb5dde,01,116100,5,0,0
3f78a76,11,6000,6,0,0
03959b8,10,5100,2,0,0
e03d603,11,61000,4,0,0
0890aec,11,0,0,0,0
ac32e9d,01,290000,11,0,0
724ca10,01,28000,5,0,0
577ef92,10,38870,4,0,0
4565f73,01,15000,1,0,0
b227bb6,10,1000,1,0,0
0c486e3,01,15800,1,0,0
69c77d2,01,1000,1,0,0
b7c7bfd,01,21700,2,0,0
7dda9ed,01,432200,8,0,0
eb0df90,11,154000,7,0,0
1eec855,01,289000,10,0,0
3872f26,11,3000,3,0,0
ea5adc8,11,357820,28,0,0
2bf635c,01,786100,44,0,0
421e26e,10,0,0,0,0
fc6df01,01,24000,2,0,0
214cefc,01,759000,20,0,0
e34ac0d,01,114000,4,0,0
566d05c,11,0,0,0,0
a940814,01,76000,4,0,0
52ead92,01,0,0,0,0
99a4439,01,99900,4,0,0
9b3b4c7,01,47000,2,0,0
be3a5cb,11,418000,17,0,0
247efaa,10,148790,9,0,0
17b2781,01,0,0,0,0
f984a12,01,56000,4,0,0
8619fa1,10,20900,2,0,0
bb4d550,11,96100,8,0,0
7ed0056,01,26900,1,0,0
a49edb0,01,116230,7,0,0
c4a243b,01,78000,5,0,0
2cad289,01,21000,2,0,0
e433cb8,11,1000,1,0,0
c5303f9,01,24000,1,0,0
ba5b0ef,10,1367970,11,0,0
87aac11,11,493000,21,0,0
df5e811,10,127100,6,0,0
2248aa9,01,310000,1,0,0
b20c911,10,4000,4,0,0
490d1b4,10,9800,1,0,0
7dc4aff,01,1000,1,0,0
f7d3871,10,66000,5,0,0
a98bf09,01,27190,3,0,0
bbc9a3f,11,51700,5,0,0
d5b8ed3,11,57000,2,0,0
66089e0,10,0,0,0,0
02942fb,10,473000,35,0,0
58570cb,01,195700,4,0,0
5f83fe6,10,134600,4,0,0
e459a7d,11,856300,28,0,0
a4ad830,01,322500,15,0,0
59fa7a2,11,71600,9,0,0
cd0aea5,01,5000,4,0,0
ff7e090,10,0,0,0,0
ad22ab7,11,312700,12,0,0
33c9f09,11,133000,11,0,0
5c3ec46,01,12000,12,0,0
ceaa4d6,01,241000,6,0,0
226e1e7,11,192000,7,0,0
665d62d,10,232020,7,0,0
17c293f,11,459500,32,0,0
61245c3,11,1837030,17,0,0
0c22502,01,54000,2,0,0
d2f1df9,01,157000,6,0,0
68d1e06,10,52200,2,0,0
996b66f,01,253000,14,0,0
aac77fd,01,54000,3,0,0
36ce537,11,158500,7,0,0
b3e6539,01,181000,9,0,0
6116b08,01,77000,3,0,0
22c1c26,11,463470,20,0,0
750fa71,01,38000,8,0,0
8793ad1,11,19000,2,0,0
58e6a99,11,84000,9,0,0
fc7577d,01,25000,2,0,0
becc133,11,139700,53,0,0
98e0bc2,10,225900,8,0,0
eec4577,10,67000,3,0,0
f39419a,11,25000,3,0,0
7256694,11,1049725,15,0,0
70ca669,01,75000,6,0,0
247dac1,01,3000,3,0,0
75815d2,01,1000,1,0,0
b3241b3,01,67000,5,0,0
fcc8462,01,45000,3,0,0
bf665bf,01,0,0,0,0
6e0e41f,11,20000,6,0,0
1e5bb60,01,34000,2,0,0
cdd336a,01,1000,1,0,0
f37649c,11,0,0,0,0
419780a,11,0,0,0,0
e121515,01,5000,5,0,0
4721a29,01,2000,2,0,0
e91d902,01,289000,13,0,0
2aebe01,01,0,0,0,0
f34f6c8,10,119500,8,0,0
cca944e,10,20000,7,0,0
b228acf,11,77000,2,0,0
82f21a1,11,583000,23,0,0
f9e89e8,01,66000,3,0,0
9b5c34b,01,37000,2,0,0
0534439,10,39100,4,0,0
f540e24,01,183700,5,0,0
aeba49b,01,28000,2,0,0
83b062f,11,1000,1,0,0
f6b7fc9,01,1000,1,0,0
7a3693d,11,245720,11,0,0
e129f04,10,406500,14,0,0
88f216e,11,16100,2,0,0
ce6d77e,01,145000,12,0,0
eae23a0,10,12000,3,0,0
0e2fb8a,11,108900,6,0,0
d2595fe,11,130100,8,0,0
2b02ef6,10,0,0,0,0
c14fbf7,01,1000,1,0,0
6700007,01,219000,22,0,0
ee3b937,01,56000,3,0,0
e3ad15b,01,20000,1,0,0
62269fd,11,134000,9,0,0
7b2c25e,11,526940,17,0,0
301f9a2,11,46000,6,0,0
ceef1dd,11,32000,2,0,0
1db5c25,11,21600,3,0,0
660a561,10,23000,1,0,0
180eb43,11,486540,12,0,0
87b002b,11,42400,1,0,0
6039a22,10,13000,1,0,0
f95e4a6,11,28000,2,0,0
4dfa2fb,01,20500,2,0,0
98038cc,01,1000,1,0,0
a177fa1,10,0,0,0,0
8c27df0,01,1000,1,0,0
15dd3d5,11,103000,9,0,0
dc2e9c3,11,0,0,0,0
33b54c0,11,55000,3,0,0
73534c7,01,107000,5,0,0
ee24505,11,0,0,0,0
2f1dcb9,01,15900,1,0,0
70c2a1e,11,5000,5,0,0
97b6d6d,10,91000,4,0,0
656b24f,10,37000,1,0,0
a5e977d,11,121000,6,0,0
c8f2664,01,226000,17,0,0
670ae1c,01,207000,9,0,0
e35bdc4,01,0,0,0,0
a4cbad4,11,34000,1,0,0
dd39821,01,263330,13,0,0
ce3b628,01,206000,3,0,0
b382ae4,01,109600,5,0,0
ab95e56,11,106800,6,0,0
e6fb950,10,142000,6,0,0
702eb5e,01,89700,6,0,0
3dbda3b,01,35000,2,0,0
c4423b5,01,98000,4,0,0
777244c,10,2700,2,0,0
6709159,11,161500,10,0,0
4a99c7d,01,301000,17,0,0
577e055,10,112900,2,0,0
cceac3e,11,160000,10,0,0
682b7ec,01,43000,4,0,0
2176ade,11,0,0,0,0
1dba5ea,01,82700,4,0,0
e5d8e7a,01,74000,3,0,0
6898b25,10,1660,2,0,0
e0a3c3e,10,35900,2,0,0
62a3f97,11,79800,8,0,0
062ed61,01,496000,19,0,0
2a60ccd,01,20000,3,0,0
ee4d979,01,18000,1,0,0
c54be20,11,534700,16,0,0
d972171,01,153000,5,0,0
0594936,01,569000,28,0,0
134344f,10,99900,7,0,0
c850f50,10,419440,12,0,0
b3e1c80,01,369000,22,0,0
a469f53,01,792000,28,0,0
0ff3eea,01,32300,2,0,0
fbfdafd,10,40800,4,0,0
6cfefb6,10,2500,3,0,0
723ec70,01,129000,5,0,0
7b991c4,11,112400,6,0,0
9085d37,01,5000,2,0,0
9c6b1b0,01,223000,12,0,0
7c85706,10,0,0,0,0
3d88f0b,01,369570,28,0,0
f795007,01,746000,33,0,0
9ba07d3,01,1000,1,0,0
d2b99f1,01,157000,9,0,0
cedb4ee,01,1320,2,0,0
8d0c0c4,01,1323000,37,0,0
677b26d,01,1000,1,0,0
1fbe947,11,244900,5,0,0
9f3ff3b,11,3000,3,0,0
3fac0fb,01,305000,14,0,0
e043961,11,899800,19,0,0
fdd862e,10,2320,3,0,0
de79e08,01,0,0,0,0
16cab69,01,537000,17,0,0
2251111,01,1000,1,0,0
bdec4e6,10,0,0,0,0
d518e4e,11,43900,9,0,0
5b63bcd,01,1000,1,0,0
b350058,01,341700,17,0,0
e70c026,01,1000,1,0,0
90f4932,10,58000,2,0,0
5ba5b90,11,37000,6,0,0
cd18e00,11,1000,1,0,0
5bfaeda,10,41480,5,0,0
b05dca4,10,65000,4,0,0
a494c13,10,32800,3,0,0
0302521,10,2735020,12,0,0
5cbf1d3,01,703900,20,0,0
97a12b2,01,722000,28,0,0
bf2a9e8,10,2000,2,0,0
ae9ca56,01,2000,2,0,0
e485f99,01,101000,2,0,0
d2a9468,10,1000,1,0,0
c55c9f5,01,12000,8,0,0
e547b31,10,222353,5,0,0
af7722a,10,20400,2,0,0
d296f19,10,288000,9,0,0
6443145,01,158000,3,0,0
8ada9ca,01,1000,1,0,0
9b78a7f,11,419500,17,0,0
8f81aed,10,44200,3,0,0
930fd3d,11,53000,2,0,0
5515505,10,74000,4,0,0
e88c1c7,11,256830,11,0,0
eee1899,10,8000,1,0,0
a9ee7d9,01,46500,3,0,0
cd482ce,10,0,0,0,0
0907b8e,01,1000,1,0,0
5381056,10,175440,4,9337412,59
922e523,10,0,0,142602,4
f7b6f98,10,18400,2,150000,1
a925265,01,138100,14,121700,4
be31799,11,187600,12,280475,6
81e5f0f,11,208000,6,96000,1
4596da6,11,125400,12,503700,23
5bbc965,11,230500,8,5943928,35
da42296,01,3620700,4,590900,4
67e57f4,01,22600,6,50000,1
812b0ca,01,667800,21,200000,1
eea6a64,11,98840,8,675960,17
4111c15,11,240100,7,985000,10
551f259,10,502125,22,680000,5
2412920,10,1000,1,54000,1
f4dc2a5,10,34800,4,55233,4
b02b781,01,763700,31,20000,1
4e32b08,11,14200,13,36000,2
fd88ba7,10,1018130,40,54000,2
9fb56ca,11,313222,15,94460,5
9fb90a8,10,154500,7,100,1
190e8fb,10,26100,3,250000,2
8268429,11,51900,12,12000,1
44ece63,10,63000,8,3907170,30
d274ad5,10,129000,7,706000,5
563c37f,01,116000,7,33000,6
d331ab3,01,105000,6,1415000,4
6c99860,11,104800,4,464066,9
108366e,10,1237571,108,420987,15
6d28f4a,11,356400,9,7000,1
8c41426,11,60900,3,326750,3
73d083d,11,0,0,302000,1
a89ec36,01,3300,2,1470303,10
6934ff9,11,132410,14,523000,6
020011c,01,470570,13,1089166,21
001823c,01,15500,4,1908500,6
0a88706,01,0,0,100000,1
9b4563a,10,27900,2,1622000,15
c547053,10,43017,4,959283,26
fd9b028,11,594164,16,232283,8
041d13e,01,2000,2,2456990,16
7b268e7,11,500,1,100000,2
9b5c47d,11,121697,13,208000,5
b12cf1e,11,271376,11,927938,21
5348252,11,113300,9,100000,1
9b0e958,11,1362805,33,1051020,7
a3b368c,11,127000,6,171800,10
1a5ff30,01,193000,7,57900,1
0577c00,10,571900,19,137950,3
168d707,11,0,0,99501,6
181dce4,10,33000,3,300000,1
0c4a354,11,17400,4,25000,1
aed9acc,11,535000,21,50000,1
79992aa,11,15200,4,207666,4
bdd56d5,10,107200,6,225463,9
cc0771b,10,772865,20,2572515,44
f4ffadc,10,110136,6,1114800,17
da8a5df,11,472900,18,200000,2
fc31450,10,26100,4,1443390,24
f0910b0,11,6771356,94,10299887,35
a457af8,01,42800,4,712000,34
d27b4a0,11,607100,12,287777,5
d14285d,01,232000,10,3313315,10
84c7291,11,23100,4,139500,10
1d5181b,11,725800,40,2500000,3
aaf0a95,10,12600,10,30000,1
bf5483a,11,55230,14,1926895,34
e4dfd38,11,54000,6,640000,9
2fe49e5,11,264090,14,74000,3
1825b11,01,8000,7,70000,2
48482bd,10,1000,1,200000,1
7db86e2,11,78200,7,1221950,8
b4405af,01,391000,13,110000,2
fa87baa,11,312180,8,1991187,19
c0ee4f7,10,399920,21,162850,9
1ed7367,11,22000,4,392010,7
e3eb165,11,253220,16,900000,4
5ab2b61,11,466300,19,11500,1
74f9300,10,2746310,77,63300,5
0b3b95f,11,317000,6,4632700,14
d839850,11,132020,26,258530,5
3c80105,11,220200,10,30000,1
f61bcde,11,28400,13,110000,1
2e6f805,01,30000,2,609436,10
7808abb,11,200680,12,799100,6
ca73931,11,178130,4,280000,1
2ad8701,11,445900,19,337061,17
476578f,11,118780,7,346100,26
ea2eb9b,10,59800,5,200000,1
b0b55c1,11,975680,10,36500,1
2617721,10,18000,2,100000,1
08e9c36,11,29000,11,50000,1
1e06b71,11,170190,13,221800,5
1da3b95,10,45000,1,700000,3
ce3fb89,11,175010,6,678320,6
e07b470,10,245335,21,777410,32
59d4e48,10,148150,9,561647,14
852f35f,11,5000,5,200000,1
713db0a,10,9600,2,53000,3
89002cb,11,80000,8,740000,10
9fdf7de,11,412820,8,1612000,32
cf4aca5,10,70250,6,77100,11
33b7ace,10,752840,46,2062070,20
f461206,10,298800,12,24000,1
6ad68fe,10,62680,6,150850,4
40bf41a,01,362900,22,61000,3
44a0188,11,173800,6,3000820,29
7848bfb,10,697200,38,2817100,38
02c86b9,10,13100,6,88400,2
10b658d,10,1369230,5,328500,3
27577bb,11,803410,51,192759,11
c215565,10,1069480,29,100000,1
e596965,10,96130,2,83000,1
da10024,10,147140,12,853290,14
994b13e,10,86100,7,2092440,51
52f1b71,10,0,0,20000,1
2d469ac,11,51800,16,276000,1
ea6fc2b,10,0,0,20000,1
3217738,11,288345,18,2428000,29
bade7c8,10,70200,7,164800,7
1a086b8,11,734220,23,44525,3
368af34,11,314930,20,27625,4
877d16e,01,138170,6,323500,2
a6c9e9b,11,410273,13,38500,2
bd077cb,10,241700,4,608300,3
975b992,10,46400,4,1687374,5
254de3e,11,17000,6,2283200,13
4d2f5f7,11,474100,7,80000,2
90d6993,10,66800,2,131100,8
313c47c,11,20900,1,40000,1
b6ad02a,01,112574,2,866800,6
f7fee5f,10,187500,14,144329,15
cfe2fed,10,8000,1,427185,9
37fe1b8,01,52500,4,110000,1
d9d2263,11,446150,10,202000,5
e3071ad,10,218310,11,426680,5
9fea915,11,1619600,46,1220000,3
dfd46c3,10,69000,1,1295000,19
2421e2e,10,39190,3,15000,3
4fb5bee,10,299650,11,497603,32
bbab6c5,11,1656750,41,2305000,15
b9f0d24,11,60000,6,50000,1
1db9dee,10,55170,6,4446000,7
6389d0e,10,27000,2,50000,1
ccda463,11,0,0,261915,8
431fd14,11,77566,7,145676,9
3e151c7,01,401500,11,50000,1
242f6a7,11,385336,25,18526939,89
8958d6c,10,49000,5,100000,1
c9ca151,01,255000,11,45000,1
34f429d,10,478114,20,193450,11
343675d,01,5000,1,112000,5
d308c58,11,1778432,39,1634949,13
6ee2058,10,374670,18,700500,6
5d701e7,10,19800,2,219100,2
ca431c6,11,4000,3,27714,1
bb26fc5,10,1000,1,1936403,15
600c6d7,10,25920,3,9083,2
62cc90a,01,205400,8,1055000,9
7677c05,10,490220,21,115000,13
5cefe55,11,0,0,313960,10
b1b928a,10,550450,19,100000,2
76d1434,10,80700,5,480000,2
d216c41,10,56800,6,917060,82
4f06112,11,195536,6,3378060,38
6e8d265,10,2148377,12,1000,1
e13238e,10,979419,46,215000,7
d5b8569,01,30200,3,169000,2
210ddee,10,90980,7,440000,6
018647e,10,0,0,176950,2
44244b2,11,281300,14,1578729,22
a11e1fd,10,145300,8,35000,2
95804f9,10,202300,13,395010,16
6f86647,01,1915000,67,2752000,10
500fd4c,01,0,0,900000,8
17652b2,11,654890,40,41100,2
aeb9e4c,11,3000,3,67500,4
0d13107,10,73700,6,190634,11
c634e27,11,338564,20,239000,4
7334830,11,38195,2,2949680,27
6644d5e,10,1039705,35,1151640,31
796be22,11,140180,7,45100,7
123db79,10,48600,9,6543500,46
1558fca,11,65601,5,255500,5
1e42158,01,24500,5,2397000,31
b3ef8c9,10,6700,4,200000,2
b311b0b,11,428186,7,306000,9
cdb503c,10,0,0,1094523,19
d882938,11,811990,9,165900,6
527ceff,01,18700,6,2806500,6
d8b2654,10,1000,1,30100,2
831efba,10,16000,1,177770,3
0a31754,11,53000,9,100000,1
32391b3,10,10500,8,100000,1
20b4792,11,948400,34,2035132,13
530e907,10,0,0,3999000,4
c0b0186,11,507900,16,80500,2
52160fd,11,46780,13,884775,14
c1e5ed3,10,515500,28,998230,15
b9c81ef,11,641500,24,4574980,24
5532eac,11,33070,9,4180900,32
01cc3f8,11,63300,3,267500,2
e97a315,10,59490,12,939835,11
cb42c13,11,1229676,39,3589240,32
372e958,11,474220,25,554800,6
3aff759,11,504750,23,500000,1
3dfef50,11,124980,14,521250,15
5efe2de,11,659700,42,385350,11
bc50c37,10,526370,30,7575994,84
c1da780,10,398754,10,2308600,202
4488fd7,10,38300,6,467319,16
2d2609d,11,172240,14,723000,11
31e93ca,10,10700,2,42300,5
e03c3f5,10,54000,10,10000,1
84a28f7,11,1000,1,954309,32
1c35884,10,38100,3,30000,1
9fb99e7,11,312000,13,150000,1
0e14d55,10,1332800,10,457500,12
4e74077,10,29300,5,277200,4
4c534aa,10,315165,22,987757,46
7cab98a,10,15000,1,10000,1
bf33030,10,15000,2,25200,6
9725ccc,10,11450,5,556,1
4d3562d,01,0,0,34000,1
7a3f098,10,0,0,20000,1
54d07a6,11,925394,25,795000,9
e025ee2,11,294070,14,50000,1
e5047ea,11,206000,9,50000,1
94d3858,10,8500,2,3697025,30
330de9d,10,208950,9,2016309,22
d6ad9a4,10,178410,6,12709400,155
8dd4150,10,81800,4,332900,4
cc0aaf1,10,100000,1,328000,5
aa3ddd3,01,94300,34,230000,3
9b0e6bc,10,13700,2,86700,1
309fe77,10,836145,7,941129,8
9a3994b,10,214578,4,811500,14
f4cb5ce,10,0,0,501860,31
5890fac,11,253400,12,48000,2
62e71e4,01,288317,16,1666820,35
249f96c,01,70000,10,645756,3
8c52ea0,10,36700,3,100000,1
1d3845a,01,196400,6,30000,4
c8817ae,11,3994190,34,3974140,32
52a419f,11,29000,5,184000,2
de28de7,11,786500,19,700000,1
b08a4b7,01,222700,10,100000,1
3b59ae4,11,607410,31,430000,7
a9ecf48,10,4500,2,26900,2
3cd38e5,10,31000,2,24000,1
249af88,01,2000,2,1067000,7
1e42b4e,01,1000900,32,140000,1
48356d2,10,54800,5,4426633,37
c29afe9,10,349080,17,3283770,29
5e8c4f6,01,66800,4,60000,3
325f00c,01,37000,3,1232125,6
c1e7a8c,01,57100,4,61211,5
9e0d464,01,6000,6,95500,11
8e52a1a,11,837200,38,2995810,14
5f96753,11,313900,19,30001,1
a4a5c97,10,401030,18,3152390,25
1d1f3c1,01,31000,2,458385,10
6eee0b5,10,28600,5,1089707,85
2b23a6f,11,665290,11,1005000,3
417a8d4,10,62850,20,95030,4
cd63cd4,11,585800,20,100000,1
128f09c,11,77300,6,111000,3
1534e4f,10,65900,6,478730,31
a44d326,11,966700,47,1000000,1
d1c8a21,11,2436570,25,878000,8
9cd0844,10,0,0,932711,26
ffaf691,11,98600,8,893302,8
bd13a8f,10,111410,19,248900,3
4ed0ff8,10,86100,5,26000,1
d6e605e,11,1000,1,1494500,13
a268eba,11,0,0,10000,1
2a43c51,11,835444,27,716498,30
c70f949,01,0,0,10000,1
f7d24c9,10,29000,1,788800,10
d924edc,01,168000,12,50000,1
461ce0e,01,97700,5,1666900,14
1af56eb,11,616220,15,1672260,31
41a3aa8,01,91700,5,250000,3
4f52280,10,603338,45,500000,6
0ba08ca,10,71400,4,42000,3
a3c46dd,11,223658,8,128301,8
b86c224,11,76450,2,100800,3
1864916,11,18400,1,460000,2
9465b79,10,140800,8,122500,5
2003fa5,10,1500,2,3020000,3
31bf1d7,11,63200,5,1117053,55
bc80b77,11,114820,11,1970,1
8a39fb6,10,0,0,11600,1
c893531,10,86550,7,60500,3
c577409,10,36090,3,250000,14
c2810a5,10,50110,2,75801,1
1db717d,11,47800,5,21000,2
05ed725,11,177000,9,525000,8
393b6af,11,31500,20,300349,23
4f1a6b0,01,73740,5,363334,10
00a1afd,01,311800,19,24000,1
827f637,01,721080,13,616000,5
5669bc3,10,458673,4,800000,5
53cf59a,10,90100,5,433600,3
e8932e9,11,12700,1,186000,4
d4a3a29,11,16400,1,32814,2
ddfa0b4,01,392680,23,1222732,15
25fb20a,11,64009,2,100000,1
64b6ab9,10,40040,18,132429,12
7787b1c,01,118000,3,153500,4
c9d5dd3,11,159700,13,1291440,35
8077637,10,467640,13,69999,5
8f4ef22,11,3406490,28,274450,6
6b9faf8,11,396800,19,6908690,49
e9646c8,10,0,0,240000,11
35acbc3,10,30680,10,1041000,12
2a03fd0,11,98800,7,6088000,10
3bd807b,10,37300,3,15971621,55
3598b82,10,0,0,44000,2
59a8367,11,32510,2,1028435,1
f27b43a,10,226315,13,5340501,61
480af63,10,416700,11,54000,2
282b793,10,95200,4,41300,2
19a47f8,11,148400,11,190001,2
409c46c,01,1000,1,100000,1
775f3ba,01,17004,2,180000,4
acd3180,10,116250,14,1361400,11
0c9949c,10,124880,12,2292600,19
e32d57c,10,142903,12,27000,3
599b376,10,355579,8,95000,3
8588239,10,23000,1,130000,2
e2c0a96,11,129000,14,494000,7
9548c76,10,0,0,32000,3
b6c2b2b,10,208000,3,204500,4
3b282fe,11,81520,23,10000,1
b097843,11,604190,24,1600000,4
1ae1c2b,10,103000,16,65000,2
0d24cfe,11,332210,28,206500,1
68cb92d,10,59640,9,739280,45
2c9bc6e,01,127840,9,3239900,26
e883332,10,302800,11,22500,1
745b7a9,10,48200,2,9919070,32
b32e3ec,10,13100,5,485000,8
1a883c9,10,3000,2,215600,13
8d6096c,10,604126,22,8295684,34
1ad2ddb,11,89000,5,22625,1
4fa7d00,10,23000,2,50000,1
83a559c,01,11805,9,49800,3
3c3b973,10,11900,1,4150592,25
bcd34d5,11,175270,8,10000,2
bb97b71,10,183880,12,1919967,42
3549db1,11,641980,15,485371,9
5c082bf,11,2000,2,22200,1
67413d7,11,88400,6,5300,1
265226d,01,1000,1,159998,2
9ba1985,10,904640,55,452070,23
5ad66f9,10,92100,4,7100,1
48b96dc,11,6000,6,73000,1
2981cce,11,27200,4,331400,16
f7e9e4b,10,19100,2,108500,2
4bb561b,01,30840,3,3604000,22
1ee2eea,11,219690,24,3693833,67
67dc842,11,8240,6,610000,4
f99246d,11,878899,20,640000,3
18f6613,10,231017,4,99250,5
ca871d7,10,507250,11,712500,6
ca382c8,01,189830,3,2500,1
a65854c,11,230910,10,352400,3
b91ebc9,01,636530,26,545930,6
1d2ef37,11,639240,30,4809571,36
6eff18b,10,220300,11,4004050,41
1889eaa,01,58000,3,24000,1
c20804d,11,205900,9,5245756,29
afdddd2,11,267560,17,1710000,4
d0dec83,11,262350,3,538928,16
6990551,10,198000,9,20000,1
b5762fb,10,0,0,400000,1
940ad47,11,161300,5,18500,3
2066fac,11,312860,14,1499065,16
c893723,11,156400,14,50000,1
2745423,10,196400,16,90000,3
ba1cead,11,86600,6,326610,10
d3e6b83,11,374630,12,228570,10
5a34e63,11,279200,16,1934500,9
203d335,11,63790,6,187500,5
4f491d4,11,74520,3,28000,1
3778d6e,10,155090,6,151000,4
a0fe056,10,25000,1,10000,1
fff4ed1,11,1367898,79,5583000,19
d4508b9,11,1000,1,50500,3
5b33414,10,857330,16,146200,12
37ba0d1,01,0,0,224000,3
bdb13d1,11,261270,16,57000,2
adf2176,01,300600,12,2240610,23
5fd03bf,01,506940,11,150000,2
ee61da7,01,106090,8,1038143,18
899d21d,11,31600,4,680339,22
70b72df,11,461100,25,200000,3
a243e7b,10,209440,8,429000,5
b2a7b33,10,10900,1,134000,5
